Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,3rd_Ph_GC,2,Mgmt,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,124.3,Yes,No,No,Yes,Male,No,20,No,0,5,7,4,10.75,0,0,5,12,3,10.571428571428571,0,10.8,1.4,1.74,1
Single,>23y.o,1,Mgmt,daytime,Basic_Edu_3rd_Cyc_or_Eq,100.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,132.0,No,No,Yes,No,Male,No,28,No,0,5,7,1,11.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,136.8,Yes,No,No,Yes,Male,No,20,No,0,5,8,5,12.8,0,0,5,9,4,13.666666666666666,1,10.8,1.4,1.74,0
Single,tech_Spc_diploma,1,Veterinary_Nursing,daytime,Techno_Spc_Crs,160.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,160.0,No,No,No,Yes,Male,No,21,No,1,5,15,3,12.333333333333334,2,0,5,7,5,11.4,0,9.4,-0.8,-3.12,0
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,130.0,Yes,No,Yes,No,Male,No,23,No,0,6,12,2,11.333333333333334,0,0,6,8,2,13.0,0,13.9,-0.3,0.79,1
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,141.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,128.8,Yes,No,No,Yes,Male,No,18,No,0,6,10,5,11.6,0,0,6,6,6,11.166666666666666,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,147.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Other_11th_yr_of_Sch,Administrative staff,Administrative staff,148.4,Yes,No,No,Yes,Male,Yes,20,No,8,14,15,12,10.923076923076923,0,7,13,14,11,12.181818181818182,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,137.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",130.4,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
Married,>23y.o,1,Nursing,daytime,degree,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",126.0,No,No,No,Yes,Male,No,32,No,0,7,7,7,13.62857142857143,0,0,8,8,8,13.9125,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,6,Tourism,daytime,2nd_Edu,119.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,118.7,Yes,No,No,Yes,Male,No,20,No,0,6,16,3,10.333333333333334,0,0,6,16,1,11.0,0,10.8,1.4,1.74,1
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.0,No,No,No,Yes,Male,No,32,No,12,18,25,18,13.736842105263158,0,10,13,15,12,13.75,1,15.5,2.8,-4.06,0
Single,tech_Spc_diploma,1,Communic_Des,daytime,Techno_Spc_Crs,120.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.3,Yes,Yes,No,Yes,Male,Yes,21,No,2,7,7,4,11.5,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",133.9,No,No,No,Yes,Male,Yes,19,No,0,6,8,5,14.0,0,0,6,8,6,13.0,0,10.8,1.4,1.74,0
Single,>23y.o,1,Mgmt_evening_eve_AA,evening,Techno_Spc_Crs,150.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,150.3,No,No,No,Yes,Male,No,24,No,0,5,7,3,11.333333333333334,0,0,5,6,0,0.0,0,10.8,1.4,1.74,1
Single,2nd_phase_GC,1,Mgmt,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.3,No,No,No,Yes,Male,No,18,No,0,5,13,1,10.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,1
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,Yes,No,No,Yes,Male,No,20,No,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,0
Single,change_of_Crs,1,Animation_Multimed_Des,daytime,Techno_Spc_Crs,140.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140.0,No,No,No,No,Male,No,25,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
Single,2nd_phase_GC,6,Mgmt,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,110.4,Yes,No,No,Yes,Male,No,25,No,13,15,15,13,10.76923076923077,0,11,14,15,12,11.833333333333334,0,7.6,2.6,0.32,1
Single,2nd_phase_GC,4,Journalism_Communic,daytime,2nd_Edu,147.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",139.7,Yes,No,No,Yes,Male,No,18,No,0,6,10,5,11.6,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,148.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",138.3,Yes,No,No,Yes,Male,No,19,No,0,5,6,4,13.75,0,0,5,5,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,5,Mgmt,daytime,2nd_Edu,133.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Degree,Unskilled Workers,Unskilled Workers,123.2,Yes,No,No,Yes,Male,No,18,No,0,5,14,4,11.0,0,0,5,9,5,10.5,0,13.9,-0.3,0.79,1
Single,transfer,1,Mgmt,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,120.0,No,No,No,No,Male,No,25,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,1
Single,>23y.o,1,Animation_Multimed_Des,daytime,2nd_Edu,116.0,Portuguese,Unknown,Unknown,Student,Student,127.0,Yes,No,No,Yes,Male,No,38,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
Single,tech_Spc_diploma,1,Animation_Multimed_Des,daytime,Techno_Spc_Crs,110.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Skilled Workers in Industry, Construction and Craftsmen",114.2,No,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,4,Journalism_Communic,daytime,2nd_Edu,133.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,119.7,Yes,No,No,Yes,Male,No,19,No,0,6,7,6,12.333333333333334,0,0,6,10,5,13.2,0,16.2,0.3,-0.92,0
Single,tech_Spc_diploma,1,Veterinary_Nursing,daytime,Techno_Spc_Crs,150.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Administrative staff,150.0,Yes,No,No,Yes,Male,Yes,22,No,0,6,9,6,13.428571428571429,0,1,6,12,6,13.625,0,12.4,0.5,1.79,0
Single,holders_of_other_higher_Crs,1,Mgmt_evening_eve_AA,evening,degree,130.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,Unskilled Workers,130.0,No,No,No,No,Male,No,32,No,0,5,12,4,14.75,0,0,5,9,2,15.0,0,16.2,0.3,-0.92,1
Single,change_of_Crs,1,Basic_Edu,daytime,2nd_Edu,130.0,Portuguese,Bachelors_Degree,Techno_Spc_Crs,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",124.6,No,No,No,Yes,Male,No,37,No,19,21,21,21,12.476190476190476,0,13,19,19,19,12.210526315789474,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,1,Informatics_Engin,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",119.4,Yes,No,No,Yes,Male,No,21,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Tourism,daytime,2nd_Edu,125.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",121.9,Yes,No,No,Yes,Male,No,18,No,0,6,15,3,11.666666666666666,0,0,6,14,2,12.5,0,10.8,1.4,1.74,1
Single,1st_Ph_GC,3,Communic_Des,daytime,2nd_Edu,118.0,Portuguese,Master_2nd_Cyc,Degree,Teachers,Teachers,110.0,Yes,No,Yes,Yes,Male,No,19,No,0,6,6,6,12.0,0,0,6,7,6,13.571428571428571,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,118.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,118.7,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,12.0,0,0,6,6,6,14.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,161.0,Brazilian,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",163.1,Yes,No,No,No,Female,No,19,Yes,6,12,12,12,15.25,0,4,11,12,11,15.0,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,1,Journalism_Communic,daytime,2nd_Edu,136.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,121.7,Yes,No,No,Yes,Male,Yes,19,No,0,6,9,5,12.4,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,124.0,Lithuanian,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",118.1,Yes,No,Yes,No,Female,No,19,Yes,0,6,8,5,12.2,0,0,6,6,4,11.75,0,16.2,0.3,-0.92,1
Single,>23y.o,1,Mgmt_evening_eve_AA,evening,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",105.3,No,No,Yes,Yes,Female,No,28,No,0,5,14,2,10.5,0,0,5,6,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,141.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,139.8,No,No,No,Yes,Female,Yes,19,No,0,8,8,7,14.4,0,0,8,8,7,14.4,0,12.7,3.7,-1.7,0
Married,holders_of_other_higher_Crs,1,Social_Serv_eve_AA,evening,degree,130.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,No,No,Yes,Female,No,32,No,8,14,18,13,12.846153846153848,0,7,11,19,10,12.8,0,10.8,1.4,1.74,0
Single,>23y.o,1,Social_Serv_eve_AA,evening,Techno_Spc_Crs,110.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,127.5,No,No,Yes,No,Female,No,26,No,0,6,13,4,12.0,0,0,6,7,5,13.2,0,16.2,0.3,-0.92,1
Married,>23y.o,1,Mgmt,daytime,Other/11th_yr_of_Sch,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,120.0,No,No,No,Yes,Female,No,25,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,1
Married,change_of_Crs,2,Basic_Edu,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,General_Crs_of_Admin_Commerce,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",124.2,No,No,No,Yes,Female,No,31,No,3,7,8,6,13.666666666666666,0,1,6,8,5,13.5,0,9.4,-0.8,-3.12,1
Single,2nd_phase_GC,1,Social_Serv,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",113.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,10,5,11.857142857142858,0,0,6,8,6,11.666666666666666,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,4,Social_Serv,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Installation and Machine Operators and Assembly Workers,Unskilled Workers,118.0,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,1
Single,2nd_phase_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,145.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,130.0,Yes,No,No,Yes,Female,No,23,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,131.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,135.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,13.2,0,0,6,6,6,11.333333333333334,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,2,Social_Serv,daytime,2nd_Edu,147.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,135.8,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.714285714285714,0,0,6,12,5,11.0,0,13.9,-0.3,0.79,1
Single,1st_Ph_GC,1,Tourism,daytime,2nd_Edu,138.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Armed Forces Professions,133.1,No,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,0
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,125.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Unskilled Workers,114.5,Yes,No,No,Yes,Female,No,24,No,0,5,6,5,13.0,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,0
Single,transfer,1,Nursing,daytime,2nd_Edu,100.0,Portuguese,Degree,Basic_Edu_1st_Cyc_or_Eq,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,Yes,No,No,Yes,Female,No,25,No,0,14,14,12,13.291666666666666,1,0,14,14,12,13.291666666666666,1,7.6,2.6,0.32,0
Single,2nd_phase_GC,1,Veterinary_Nursing,daytime,2nd_Edu,120.0,Portuguese,Bachelors_Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,116.1,No,No,No,Yes,Female,No,20,No,0,5,12,3,11.666666666666666,2,0,5,11,4,11.5,1,9.4,-0.8,-3.12,0
Single,2nd_phase_GC,2,Nursing,daytime,2nd_Edu,145.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,130.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,14.24,0,0,8,8,7,14.24,0,10.8,1.4,1.74,0
Single,>23y.o,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,120.0,Portuguese,Unknown,Unknown,Student,Student,104.0,Yes,No,No,Yes,Female,No,24,No,0,5,10,3,13.0,0,0,5,11,3,11.333333333333334,0,7.6,2.6,0.32,1
Single,2nd_phase_GC,5,Social_Serv,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,126.0,No,No,Yes,No,Female,No,21,No,0,6,10,5,11.833333333333334,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,1
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,140.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,141.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,0
Single,2nd_phase_GC,2,Tourism,daytime,2nd_Edu,107.0,Portuguese,Other_11th_yr_of_Sch,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",102.8,Yes,No,No,Yes,Female,No,20,No,0,6,16,1,10.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,1
Single,2nd_phase_GC,5,Mgmt,daytime,2nd_Edu,133.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,129.2,Yes,No,No,Yes,Female,No,19,No,0,5,9,2,11.0,0,0,5,12,2,10.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,127.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Unskilled Workers,119.3,Yes,No,No,Yes,Female,No,20,No,0,7,7,7,14.105714285714289,0,0,8,8,8,13.6625,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,5,Nursing,daytime,2nd_Edu,141.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",126.3,Yes,No,No,Yes,Female,No,20,No,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,12.7,3.7,-1.7,0
Single,tech_Spc_diploma,1,Veterinary_Nursing,daytime,Techno_Spc_Crs,140.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Intermediate Level Technicians and Professions,140.0,Yes,No,No,Yes,Female,Yes,20,No,2,6,11,6,11.833333333333334,0,1,6,17,5,11.857142857142858,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,3,Communic_Des,daytime,2nd_Edu,150.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,131.5,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,6,Basic_Edu,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,11.666666666666666,0,0,6,7,6,12.333333333333334,0,10.8,1.4,1.74,1
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,141.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,142.8,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,2,Veterinary_Nursing,daytime,2nd_Edu,160.0,Portuguese,Masters,Basic_Edu_3rd_cyc_or_Eq,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",162.1,Yes,No,No,Yes,Female,No,18,No,0,5,8,5,16.166666666666668,2,0,5,9,5,14.285714285714286,1,9.4,-0.8,-3.12,0
Single,>23y.o,1,Veterinary_Nursing,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,140.0,No,No,No,Yes,Female,No,35,No,0,6,11,3,12.666666666666666,0,0,6,7,0,0.0,0,11.1,0.6,2.02,1
Single,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,120.0,No,No,Yes,No,Female,No,31,No,0,6,14,2,10.5,0,0,6,6,3,12.333333333333334,0,11.1,0.6,2.02,1
Single,change_of_Crs,1,Tourism,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,133.3,Yes,No,Yes,Yes,Female,No,19,No,0,6,13,2,11.5,0,0,6,13,1,11.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,4,Social_Serv,daytime,2nd_Edu,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",124.8,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,4,Nursing,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,133.3,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,11.966666666666669,0,0,7,7,6,11.966666666666669,0,7.6,2.6,0.32,0
Single,2nd_phase_GC,1,Nursing,daytime,2nd_Edu,145.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,141.8,No,No,No,Yes,Female,No,19,No,0,8,8,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,3,Veterinary_Nursing,daytime,2nd_Edu,133.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Other Situation,128.2,No,No,No,Yes,Female,No,21,No,0,5,7,5,12.0,0,0,5,7,4,12.5,0,7.6,2.6,0.32,0
Single,2nd_phase_GC,3,Basic_Edu,daytime,2nd_Edu,133.1,Portuguese,Unknown,Unknown,Student,Student,115.0,No,No,No,Yes,Female,No,18,No,0,6,10,2,10.5,0,0,6,13,0,0.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,2,Animation_Multimed_Des,daytime,2nd_Edu,117.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,Unskilled Workers,120.2,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,127.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,Unskilled Workers,127.0,Yes,No,No,Yes,Male,No,18,No,0,6,9,6,13.571428571428571,0,0,6,11,4,14.0,0,12.4,0.5,1.79,0
